"name","type","class","exported","S4generic","args","package","priority","Rversion"
".find.package","closure","","TRUE","FALSE","(package, lib.loc = .lib.loc, use.attached, quiet = FALSE) ","base","NA","1.3.1"
".leap.seconds","double","POSIXt/POSIXct","TRUE","FALSE","NA","base","NA","1.3.1"
".lib.loc","character","","TRUE","FALSE","NA","base","NA","1.3.1"
".packages","closure","","TRUE","FALSE","(all.available = FALSE, lib.loc = .lib.loc) ","base","NA","1.3.1"
".path.package","closure","","TRUE","FALSE","(package = .packages(), quiet = FALSE) ","base","NA","1.3.1"
".ps.prolog","character","","TRUE","FALSE","NA","base","NA","1.3.1"
"/","builtin","","TRUE","NA","","base","NA","1.3.1"
":","builtin","","TRUE","NA","","base","NA","1.3.1"
"<","builtin","","TRUE","NA","","base","NA","1.3.1"
"<-","special","","TRUE","NA","","base","NA","1.3.1"
"<<-","special","","TRUE","NA","","base","NA","1.3.1"
"<=","builtin","","TRUE","NA","","base","NA","1.3.1"
"==","builtin","","TRUE","NA","","base","NA","1.3.1"
">","builtin","","TRUE","NA","","base","NA","1.3.1"
">=","builtin","","TRUE","NA","","base","NA","1.3.1"
"AIC","closure","","TRUE","FALSE","(object, ..., k = 2) ","base","NA","1.3.1"
"AIC.lm","closure","","TRUE","FALSE","(object, ..., k = 2) ","base","NA","1.3.1"
"AIC.logLik","closure","","TRUE","FALSE","(object, ..., k = 2) ","base","NA","1.3.1"
"Arg","builtin","","TRUE","NA","","base","NA","1.3.1"
"C","closure","","TRUE","FALSE","(object, contr, how.many, ...) ","base","NA","1.3.1"
"CRAN.packages","closure","","TRUE","FALSE","(CRAN = getOption(""CRAN""), method, contriburl = contrib.url(CRAN)) ","base","NA","1.3.1"
"Conj","builtin","","TRUE","NA","","base","NA","1.3.1"
"D","closure","","TRUE","FALSE","(expr, name) ","base","NA","1.3.1"
"F","logical","","TRUE","FALSE","NA","base","NA","1.3.1"
"GNOME","closure","","TRUE","FALSE","(display = """", width = 7, height = 7, pointsize = 12) ","base","NA","1.3.1"
"GTK","closure","","TRUE","FALSE","(display = """", width = 7, height = 7, pointsize = 12) ","base","NA","1.3.1"
"Gamma","closure","","TRUE","FALSE","(link = ""inverse"") ","base","NA","1.3.1"
"Hershey","list","","TRUE","FALSE","NA","base","NA","1.3.1"
"I","closure","","TRUE","FALSE","(x) ","base","NA","1.3.1"
"IQR","closure","","TRUE","FALSE","(x, na.rm = FALSE) ","base","NA","1.3.1"
"ISOLatin1","integer","","TRUE","FALSE","NA","base","NA","1.3.1"
"ISOdate","closure","","TRUE","FALSE","(year, month, day, hour = 12, min = 0, sec = 0, tz = ""GMT"") ","base","NA","1.3.1"
"ISOdatetime","closure","","TRUE","FALSE","(year, month, day, hour, min, sec, tz = """") ","base","NA","1.3.1"
"Im","builtin","","TRUE","NA","","base","NA","1.3.1"
"LETTERS","character","","TRUE","FALSE","NA","base","NA","1.3.1"
"La.eigen","closure","","TRUE","FALSE","(x, symmetric, only.values = FALSE) ","base","NA","1.3.1"
"La.svd","closure","","TRUE","FALSE","(x, nu = min(n, p), nv = min(n, p)) ","base","NA","1.3.1"
"MacRoman","integer","","TRUE","FALSE","NA","base","NA","1.3.1"
"Machine","closure","","TRUE","FALSE","() ","base","NA","1.3.1"
"Math.POSIXt","closure","","TRUE","FALSE","(x, ...) ","base","NA","1.3.1"
"Math.data.frame","closure","","TRUE","FALSE","(x, ...) ","base","NA","1.3.1"
"Math.factor","closure","","TRUE","FALSE","(x, ...) ","base","NA","1.3.1"
"Mod","builtin","","TRUE","NA","","base","NA","1.3.1"
"NCOL","closure","","TRUE","FALSE","(x) ","base","NA","1.3.1"
"NROW","closure","","TRUE","FALSE","(x) ","base","NA","1.3.1"
"NextMethod","closure","","TRUE","FALSE","(generic = NULL, object = NULL, ...) ","base","NA","1.3.1"
"Ops.POSIXct","closure","","TRUE","FALSE","(e1, e2) ","base","NA","1.3.1"
"Ops.POSIXlt","closure","","TRUE","FALSE","(e1, e2) ","base","NA","1.3.1"
"Ops.POSIXt","closure","","TRUE","FALSE","(e1, e2) ","base","NA","1.3.1"
"Ops.data.frame","closure","","TRUE","FALSE","(e1, e2 = NULL) ","base","NA","1.3.1"
"Ops.factor","closure","","TRUE","FALSE","(e1, e2) ","base","NA","1.3.1"
"Ops.ordered","closure","","TRUE","FALSE","(e1, e2) ","base","NA","1.3.1"
"Platform","closure","","TRUE","FALSE","() ","base","NA","1.3.1"
"R.Version","closure","","TRUE","FALSE","() ","base","NA","1.3.1"
"R.home","closure","","TRUE","FALSE","() ","base","NA","1.3.1"
"R.version","list","simple.list","TRUE","FALSE","NA","base","NA","1.3.1"
"R.version.string","character","","TRUE","FALSE","NA","base","NA","1.3.1"
"RNGkind","closure","","TRUE","FALSE","(kind = NULL, normal.kind = NULL) ","base","NA","1.3.1"
"Re","builtin","","TRUE","NA","","base","NA","1.3.1"
"Recall","closure","","TRUE","FALSE","(...) ","base","NA","1.3.1"
"Rprof","closure","","TRUE","FALSE","(filename = ""Rprof.out"", append = FALSE, interval = 0.02) ","base","NA","1.3.1"
"Summary.POSIXct","closure","","TRUE","FALSE","(x, ...) ","base","NA","1.3.1"
"Summary.POSIXlt","closure","","TRUE","FALSE","(x, ...) ","base","NA","1.3.1"
"Summary.data.frame","closure","","TRUE","FALSE","(x, ...) ","base","NA","1.3.1"
"Summary.factor","closure","","TRUE","FALSE","(x, ...) ","base","NA","1.3.1"
"Sys.getenv","closure","","TRUE","FALSE","(x) ","base","NA","1.3.1"
"Sys.getlocale","closure","","TRUE","FALSE","(category = ""LC_ALL"") ","base","NA","1.3.1"
"Sys.info","closure","","TRUE","FALSE","() ","base","NA","1.3.1"
"Sys.localeconv","closure","","TRUE","FALSE","() ","base","NA","1.3.1"
"Sys.putenv","closure","","TRUE","FALSE","(...) ","base","NA","1.3.1"
"Sys.setlocale","closure","","TRUE","FALSE","(category = ""LC_ALL"", locale = """") ","base","NA","1.3.1"
"Sys.sleep","closure","","TRUE","FALSE","(time) ","base","NA","1.3.1"
"Sys.time","closure","","TRUE","FALSE","() ","base","NA","1.3.1"
"Sys.timezone","closure","","TRUE","FALSE","() ","base","NA","1.3.1"
"T","logical","","TRUE","FALSE","NA","base","NA","1.3.1"
"UseMethod","special","","TRUE","NA","","base","NA","1.3.1"
"Version","closure","","TRUE","FALSE","() ","base","NA","1.3.1"
"WinAnsi","integer","","TRUE","FALSE","NA","base","NA","1.3.1"
"X11","closure","","TRUE","FALSE","(display = """", width = 7, height = 7, pointsize = 12,     gamma = 1, colortype = getOption(""X11colortype""), maxcubesize = 256) ","base","NA","1.3.1"
"[","special","","TRUE","NA","","base","NA","1.3.1"
"[.AsIs","closure","","TRUE","FALSE","(x, i, ...) ","base","NA","1.3.1"
"[.POSIXct","closure","","TRUE","FALSE","(x, ..., drop = TRUE) ","base","NA","1.3.1"
"[.data.frame","closure","","TRUE","FALSE","(x, i, j, drop = if (missing(i)) TRUE else length(cols) ==     1) ","base","NA","1.3.1"
"[.factor","closure","","TRUE","FALSE","(x, i, drop = FALSE) ","base","NA","1.3.1"
"[.formula","closure","","TRUE","FALSE","(x, i) ","base","NA","1.3.1"
"[.noquote","closure","","TRUE","FALSE","(x, ...) ","base","NA","1.3.1"
"[.ts","closure","","TRUE","FALSE","(x, i, j, drop = TRUE) ","base","NA","1.3.1"
"[<-","special","","TRUE","NA","","base","NA","1.3.1"
"[<-.POSIXct","closure","","TRUE","FALSE","(x, ..., value) ","base","NA","1.3.1"
"[<-.data.frame","closure","","TRUE","FALSE","(x, i, j, value) ","base","NA","1.3.1"
"[<-.factor","closure","","TRUE","FALSE","(x, i, value) ","base","NA","1.3.1"
"[[","special","","TRUE","NA","","base","NA","1.3.1"
"[[.POSIXct","closure","","TRUE","FALSE","(x, ..., drop = TRUE) ","base","NA","1.3.1"
"[[.data.frame","closure","","TRUE","FALSE","(x, ...) ","base","NA","1.3.1"
"[[<-","special","","TRUE","NA","","base","NA","1.3.1"
"[[<-.data.frame","closure","","TRUE","FALSE","(x, i, j, value) ","base","NA","1.3.1"
"^","builtin","","TRUE","NA","","base","NA","1.3.1"
"abbreviate","closure","","TRUE","FALSE","(names.arg, minlength = 4, use.classes = TRUE, dot = FALSE) ","base","NA","1.3.1"
"abline","closure","","TRUE","FALSE","(a = NULL, b = NULL, h = NULL, v = NULL, reg = NULL,     coef = NULL, untf = FALSE, col = par(""col""), lty = par(""lty""),     lwd = NULL, ...) ","base","NA","1.3.1"
"abs","builtin","","TRUE","NA","","base","NA","1.3.1"
"acos","builtin","","TRUE","NA","","base","NA","1.3.1"
"acosh","builtin","","TRUE","NA","","base","NA","1.3.1"
"add.scope","closure","","TRUE","FALSE","(terms1, terms2) ","base","NA","1.3.1"
"add1","closure","","TRUE","FALSE","(object, scope, ...) ","base","NA","1.3.1"
"add1.default","closure","","TRUE","FALSE","(object, scope, scale = 0, test = c(""none"", ""Chisq""),     k = 2, trace = FALSE, ...) ","base","NA","1.3.1"
"add1.glm","closure","","TRUE","FALSE","(object, scope, scale = 0, test = c(""none"", ""Chisq"",     ""F""), x = NULL, k = 2, ...) ","base","NA","1.3.1"
"add1.lm","closure","","TRUE","FALSE","(object, scope, scale = 0, test = c(""none"", ""Chisq"",     ""F""), x = NULL, k = 2, ...) ","base","NA","1.3.1"
"add1.mlm","closure","","TRUE","FALSE","(...) ","base","NA","1.3.1"
"aggregate","closure","","TRUE","FALSE","(x, ...) ","base","NA","1.3.1"
"aggregate.data.frame","closure","","TRUE","FALSE","(x, by, FUN, ...) ","base","NA","1.3.1"
"aggregate.default","closure","","TRUE","FALSE","(x, ...) ","base","NA","1.3.1"
"aggregate.ts","closure","","TRUE","FALSE","(x, nfrequency = 1, FUN = sum, ndeltat = 1, ts.eps = getOption(""ts.eps"")) ","base","NA","1.3.1"
"alias","closure","","TRUE","FALSE","(object, ...) ","base","NA","1.3.1"
"alias.formula","closure","","TRUE","FALSE","(object, data, ...) ","base","NA","1.3.1"
"alias.lm","closure","","TRUE","FALSE","(object, complete = TRUE, partial = FALSE, partial.pattern = FALSE,     ...) ","base","NA","1.3.1"
"alist","closure","","TRUE","FALSE","(...) ","base","NA","1.3.1"
"all","closure","","TRUE","FALSE","(..., na.rm = FALSE) ","base","NA","1.3.1"
"all.equal","closure","","TRUE","FALSE","(target, current, ...) ","base","NA","1.3.1"
"all.equal.POSIXct","closure","","TRUE","FALSE","(..., scale = 1) ","base","NA","1.3.1"
"all.equal.character","closure","","TRUE","FALSE","(target, current, ...) ","base","NA","1.3.1"
"all.equal.default","closure","","TRUE","FALSE","(target, current, ...) ","base","NA","1.3.1"
"all.equal.factor","closure","","TRUE","FALSE","(target, current, ...) ","base","NA","1.3.1"
"all.equal.formula","closure","","TRUE","FALSE","(target, current, ...) ","base","NA","1.3.1"
"all.equal.language","closure","","TRUE","FALSE","(target, current, ...) ","base","NA","1.3.1"
"all.equal.list","closure","","TRUE","FALSE","(target, current, ...) ","base","NA","1.3.1"
"all.equal.numeric","closure","","TRUE","FALSE","(target, current, tolerance = .Machine$double.eps^0.5,     scale = NULL) ","base","NA","1.3.1"
"all.names","closure","","TRUE","FALSE","(expr, functions = TRUE, max.names = 200, unique = FALSE) ","base","NA","1.3.1"
"all.vars","closure","","TRUE","FALSE","(expr, functions = FALSE, max.names = 200, unique = TRUE) ","base","NA","1.3.1"
"anova","closure","","TRUE","FALSE","(object, ...) ","base","NA","1.3.1"
"anova.glm","closure","","TRUE","FALSE","(object, ..., dispersion = NULL, test = NULL) ","base","NA","1.3.1"
"anova.glm.null","closure","","TRUE","FALSE","(object, ..., test = NULL, na.action = na.omit) ","base","NA","1.3.1"
"anova.glmlist","closure","","TRUE","FALSE","(objects, dispersion = NULL, test = NULL) ","base","NA","1.3.1"
"anova.lm","closure","","TRUE","FALSE","(object, ...) ","base","NA","1.3.1"
"anova.lm.null","closure","","TRUE","FALSE","(object, ...) ","base","NA","1.3.1"
"anova.lmlist","closure","","TRUE","FALSE","(object, ..., scale = 0, test = ""F"") ","base","NA","1.3.1"
"anova.mlm","closure","","TRUE","FALSE","(...) ","base","NA","1.3.1"
"anovalist.lm","closure","","TRUE","FALSE","(object, ..., test = NULL) ","base","NA","1.3.1"
"any","closure","","TRUE","FALSE","(..., na.rm = FALSE) ","base","NA","1.3.1"
"aov","closure","","TRUE","FALSE","(formula, data = NULL, projections = FALSE, qr = TRUE,     contrasts = NULL, ...) ","base","NA","1.3.1"
"aperm","closure","","TRUE","FALSE","(a, perm, resize = TRUE) ","base","NA","1.3.1"
"append","closure","","TRUE","FALSE","(x, values, after = length(x)) ","base","NA","1.3.1"
"apply","closure","","TRUE","FALSE","(X, MARGIN, FUN, ...) ","base","NA","1.3.1"
"approx","closure","","TRUE","FALSE","(x, y = NULL, xout, method = ""linear"", n = 50, yleft,     yright, rule = 1, f = 0, ties = mean) ","base","NA","1.3.1"
"approxfun","closure","","TRUE","FALSE","(x, y = NULL, method = ""linear"", yleft, yright, rule = 1,     f = 0, ties = mean) ","base","NA","1.3.1"
"apropos","closure","","TRUE","FALSE","(what, where = FALSE, mode = ""any"") ","base","NA","1.3.1"
"args","closure","","TRUE","FALSE","(name) ","base","NA","1.3.1"
"array","closure","","TRUE","FALSE","(data = NA, dim = length(data), dimnames = NULL) ","base","NA","1.3.1"
"arrows","closure","","TRUE","FALSE","(x0, y0, x1, y1, length = 0.25, angle = 30, code = 2,     col = par(""fg""), lty = NULL, lwd = par(""lwd""), xpd = NULL) ","base","NA","1.3.1"
"as.POSIXct","closure","","TRUE","FALSE","(x, tz = """") ","base","NA","1.3.1"
"as.POSIXct.POSIXlt","closure","","TRUE","FALSE","(x, tz = """") ","base","NA","1.3.1"
"as.POSIXct.date","closure","","TRUE","FALSE","(x, ...) ","base","NA","1.3.1"
"as.POSIXct.dates","closure","","TRUE","FALSE","(x, ...) ","base","NA","1.3.1"
"as.POSIXct.default","closure","","TRUE","FALSE","(x, tz = """") ","base","NA","1.3.1"
"as.POSIXlt","closure","","TRUE","FALSE","(x, tz = """") ","base","NA","1.3.1"
"as.array","closure","","TRUE","FALSE","(x) ","base","NA","1.3.1"
"as.call","builtin","","TRUE","NA","","base","NA","1.3.1"
"as.character","special","","TRUE","NA","","base","NA","1.3.1"
"as.character.POSIXt","closure","","TRUE","FALSE","(x, ...) ","base","NA","1.3.1"
"as.character.default","closure","","TRUE","FALSE","(x, ...) ","base","NA","1.3.1"
"as.character.factor","closure","","TRUE","FALSE","(x, ...) ","base","NA","1.3.1"
"as.character.octmode","closure","","TRUE","FALSE","(x, ...) ","base","NA","1.3.1"
"as.complex","closure","","TRUE","FALSE","(x, ...) ","base","NA","1.3.1"
"as.complex.default","closure","","TRUE","FALSE","(x, ...) ","base","NA","1.3.1"
"as.data.frame","closure","","TRUE","FALSE","(x, row.names = NULL, optional = FALSE) ","base","NA","1.3.1"
"as.data.frame.AsIs","closure","","TRUE","FALSE","(x, row.names = NULL, optional = FALSE) ","base","NA","1.3.1"
"as.data.frame.POSIXct","closure","","TRUE","FALSE","(x, row.names = NULL, optional = FALSE) ","base","NA","1.3.1"
"as.data.frame.character","closure","","TRUE","FALSE","(x, row.names = NULL, optional = FALSE) ","base","NA","1.3.1"
"as.data.frame.complex","closure","","TRUE","FALSE","(x, row.names = NULL, optional = FALSE) ","base","NA","1.3.1"
"as.data.frame.data.frame","closure","","TRUE","FALSE","(x, row.names = NULL, optional = FALSE) ","base","NA","1.3.1"
"as.data.frame.default","closure","","TRUE","FALSE","(x, row.names = NULL, optional = FALSE) ","base","NA","1.3.1"
"as.data.frame.factor","closure","","TRUE","FALSE","(x, row.names = NULL, optional = FALSE) ","base","NA","1.3.1"
"as.data.frame.integer","closure","","TRUE","FALSE","(x, row.names = NULL, optional = FALSE) ","base","NA","1.3.1"
"as.data.frame.list","closure","","TRUE","FALSE","(x, row.names = NULL, optional = FALSE) ","base","NA","1.3.1"
"as.data.frame.logical","closure","","TRUE","FALSE","(x, row.names = NULL, optional = FALSE) ","base","NA","1.3.1"
"as.data.frame.matrix","closure","","TRUE","FALSE","(x, row.names = NULL, optional = FALSE) ","base","NA","1.3.1"
"as.data.frame.model.matrix","closure","","TRUE","FALSE","(x, row.names = NULL, optional = FALSE) ","base","NA","1.3.1"
"as.data.frame.numeric","closure","","TRUE","FALSE","(x, row.names = NULL, optional = FALSE) ","base","NA","1.3.1"
"as.data.frame.ordered","closure","","TRUE","FALSE","(x, row.names = NULL, optional = FALSE) ","base","NA","1.3.1"
"as.data.frame.table","closure","","TRUE","FALSE","(x, row.names = NULL, optional = FALSE) ","base","NA","1.3.1"
"as.data.frame.ts","closure","","TRUE","FALSE","(x, row.names = NULL, optional = FALSE) ","base","NA","1.3.1"
"as.data.frame.vector","closure","","TRUE","FALSE","(x, row.names = NULL, optional = FALSE) ","base","NA","1.3.1"
"as.double","closure","","TRUE","FALSE","(x, ...) ","base","NA","1.3.1"
"as.double.default","closure","","TRUE","FALSE","(x, ...) ","base","NA","1.3.1"
"as.expression","closure","","TRUE","FALSE","(x, ...) ","base","NA","1.3.1"
"as.expression.default","closure","","TRUE","FALSE","(x, ...) ","base","NA","1.3.1"
"as.factor","closure","","TRUE","FALSE","(x) ","base","NA","1.3.1"
"as.formula","closure","","TRUE","FALSE","(object, env = parent.frame()) ","base","NA","1.3.1"
"as.function","closure","","TRUE","FALSE","(x, ...) ","base","NA","1.3.1"
"as.function.default","closure","","TRUE","FALSE","(l, envir = parent.frame(), ...) ","base","NA","1.3.1"
"as.integer","closure","","TRUE","FALSE","(x, ...) ","base","NA","1.3.1"
"as.integer.default","closure","","TRUE","FALSE","(x, ...) ","base","NA","1.3.1"
"as.list","closure","","TRUE","FALSE","(x, ...) ","base","NA","1.3.1"
"as.list.data.frame","closure","","TRUE","FALSE","(x, ...) ","base","NA","1.3.1"
"as.list.default","closure","","TRUE","FALSE","(x, ...) ","base","NA","1.3.1"
"as.logical","closure","","TRUE","FALSE","(x, ...) ","base","NA","1.3.1"
"as.logical.default","closure","","TRUE","FALSE","(x, ...) ","base","NA","1.3.1"
"as.matrix","closure","","TRUE","FALSE","(x) ","base","NA","1.3.1"
"as.matrix.POSIXlt","closure","","TRUE","FALSE","(x) ","base","NA","1.3.1"
"as.matrix.data.frame","closure","","TRUE","FALSE","(x) ","base","NA","1.3.1"
"as.matrix.default","closure","","TRUE","FALSE","(x) ","base","NA","1.3.1"
"as.matrix.noquote","closure","","TRUE","FALSE","(x) ","base","NA","1.3.1"
"as.name","closure","","TRUE","FALSE","(x) ","base","NA","1.3.1"
"as.null","closure","","TRUE","FALSE","(x, ...) ","base","NA","1.3.1"
"as.null.default","closure","","TRUE","FALSE","(x, ...) ","base","NA","1.3.1"
"as.numeric","closure","","TRUE","FALSE","(x, ...) ","base","NA","1.3.1"
"as.ordered","closure","","TRUE","FALSE","(x) ","base","NA","1.3.1"
"as.pairlist","closure","","TRUE","FALSE","(x) ","base","NA","1.3.1"
"as.qr","closure","","TRUE","FALSE","(x) ","base","NA","1.3.1"
"as.real","closure","","TRUE","FALSE","(x, ...) ","base","NA","1.3.1"
"as.single","closure","","TRUE","FALSE","(x, ...) ","base","NA","1.3.1"
"as.single.default","closure","","TRUE","FALSE","(x, ...) ","base","NA","1.3.1"
"as.symbol","closure","","TRUE","FALSE","(x) ","base","NA","1.3.1"
"as.table","closure","","TRUE","FALSE","(x, ...) ","base","NA","1.3.1"
"as.table.default","closure","","TRUE","FALSE","(x) ","base","NA","1.3.1"
"as.table.ftable","closure","","TRUE","FALSE","(x) ","base","NA","1.3.1"
"as.ts","closure","","TRUE","FALSE","(x) ","base","NA","1.3.1"
"as.vector","closure","","TRUE","FALSE","(x, mode = ""any"") ","base","NA","1.3.1"
"as.vector.factor","closure","","TRUE","FALSE","(x, type = ""any"") ","base","NA","1.3.1"
"asin","builtin","","TRUE","NA","","base","NA","1.3.1"
"asinh","builtin","","TRUE","NA","","base","NA","1.3.1"
"assign","closure","","TRUE","FALSE","(x, value, pos = -1, envir = pos.to.env(pos), inherits = FALSE,     immediate = TRUE) ","base","NA","1.3.1"
"assocplot","closure","","TRUE","FALSE","(x, col = c(""black"", ""red""), space = 0.3, main = NULL,     xlab = NULL, ylab = NULL) ","base","NA","1.3.1"
"atan","builtin","","TRUE","NA","","base","NA","1.3.1"
"atan2","closure","","TRUE","FALSE","(y, x) ","base","NA","1.3.1"
"atanh","builtin","","TRUE","NA","","base","NA","1.3.1"
"attach","closure","","TRUE","FALSE","(what, pos = 2, name = deparse(substitute(what))) ","base","NA","1.3.1"
"attr","builtin","","TRUE","NA","","base","NA","1.3.1"
"attr.all.equal","closure","","TRUE","FALSE","(target, current, ...) ","base","NA","1.3.1"
"attr<-","special","","TRUE","NA","","base","NA","1.3.1"
"attributes","builtin","","TRUE","NA","","base","NA","1.3.1"
"attributes<-","builtin","","TRUE","NA","","base","NA","1.3.1"
"autoload","closure","","TRUE","FALSE","(name, package, ...) ","base","NA","1.3.1"
